Id,Name,Pueblo,Room Type,Availability 365,Price
51121876,Cozy 1 Bedroom Apt in Historic  with Tempurpedic,Cabo Rojo,Entire home/apt,99,1050
54371068,NEW LISTING! 2 Bedroom Apartment located in hotspot ’s Penn Quarter.,Cabo Rojo,Entire home/apt,110,390
9954831,hotspot 2 Bedroom Unit near grocery store,Cabo Rojo,Entire home/apt,110,1150
31236410,Demeter House,Cabo Rojo,Entire home/apt,111,560
10021464,2 BR Apartment walking distance to NATIONAL MUSEUM,Cabo Rojo,Entire home/apt,111,650
54271024,"Bright Penn Quarter 1BR w/ W/D & Gym, 2 blocks to Metro, by Blueground",Cabo Rojo,Entire home/apt,111,800
10059402,2BR Apt. Walking Distance to District,Cabo Rojo,Entire home/apt,112,650
34023379,Modern 2 Bedroom  Condo near perfect,Cabo Rojo,Entire home/apt,112,850
13207086,Luxury 2BR Penthouse With Views/Walk To Everywhere,Cabo Rojo,Entire home/apt,134,980
34296434,Relax & Unwind @ a stylish city condo,Cabo Rojo,Entire home/apt,139,675
50117482,Gorgeous Downtown TH Apt near all tourist sites,Cabo Rojo,Entire home/apt,139,786
34510493,Modern Luxury Apt - Walk to the grocery store,Cabo Rojo,Entire home/apt,148,675
10021714,2 Bedroom Apt. near hotspot MONUMENT,Cabo Rojo,Entire home/apt,153,650
39963372,Beautiful One-Bedroom Apt. 3 min From Beachfront!!!,Cabo Rojo,Entire home/apt,173,765
46630067,Historic Home in the Heart of 's Chinatown,Cabo Rojo,Entire home/apt,173,1250
53877120,Downtown  Luxury Condo Walk to Everything,Cabo Rojo,Entire home/apt,179,550
41608376,"Lux Mount Vernon 1BR w/ Gym, Rooftop, W/D, walk to Metro, by Blueground",Cabo Rojo,Entire home/apt,199,610
15252636,*Bluebird Deluxe 1-BR Near the hotspot Monument,Cabo Rojo,Entire home/apt,202,1250
38206337,"Ideal Penn Quarter 1BR w/ Gym, W/D, Pool, near Metro, by Blueground",Cabo Rojo,Entire home/apt,203,1105
43888344,"Elegant Mount Vernon 1BR w/ Gym + 2 Pools near Chinatown, by Blueground",Cabo Rojo,Entire home/apt,204,1393
52684155,"Premium Mt Vernon 1BR, w/ Gym, W/D & Roof Deck, near Metro by Blueground",Cabo Rojo,Entire home/apt,209,600
5.64e+17,"Hip Mount Vernon 1BR w/ Pool & Gym, walk to Smithsonian, by Blueground  452",Cabo Rojo,Entire home/apt,212,850
42938788,"Airy Mount Vernon 1BR w/ Gym, Pool, Rooftop, near Metro, by Blueground",Cabo Rojo,Entire home/apt,219,670
53636647,"Serene Mount Vernon 1BR w/ Gym, Pool & W/D, near Metro, by Blueground",Cabo Rojo,Entire home/apt,226,1100
54270961,"Dreamy Penn Quarter 1BR w/ W/D & Gym, 2 blocks to Metro, by Blueground",Cabo Rojo,Entire home/apt,230,800
42403785,"Mod Mount Vernon 1BR w/ Gym, Pool, nr. Convention Center, by Blueground",Cabo Rojo,Entire home/apt,231,1150
41875412,"Bright Penn Quarter 1BR w/ W/D, Gym, Doorman, nr. Metro by Blueground",Cabo Rojo,Entire home/apt,232,740
42108852,"Mod Mount Vernon 1BR w/ Gym, Pool, W/D, nr. Chinatown, by Blueground",Cabo Rojo,Entire home/apt,232,750
33633909,"Sleek Mt. Vernon 1BR w/ Gym, W/D, 2 Pools, roomy rooftop, by Blueground",Cabo Rojo,Entire home/apt,239,650
50752438,Lovely Studio in Heart of,Cabo Rojo,Entire home/apt,239,1150
33062209,"Cozy Mt. Vernon 1BR w/ Gym, Pool close to Convention Center by Blueground",Cabo Rojo,Entire home/apt,241,1450
47330219,"Airy Downtown 2BR w/ Gym + W/D, Doorman, walk to Metro, by Blueground",Cabo Rojo,Entire home/apt,242,575
37093375,"Upscale 1BR in  near Metro, Gym + Rooftop Pool",Cabo Rojo,Entire home/apt,246,650
53132598,Modern 1-Bd*CityView of *Walk to Capital One,Cabo Rojo,Entire home/apt,247,350
52514037,Great Room / Great 180 View,Cabo Rojo,Entire home/apt,247,1600
49120710,"Ideal Mount Vernon 1BR w/ Gym, Pool, nr.  Law, by Blueground",Cabo Rojo,Entire home/apt,248,725
39551431,"Lux Mount Vernon 1BR w/ Gym, Rooftop, W/D, walk to Metro, by Blueground",Cabo Rojo,Entire home/apt,249,566
53516378,425 8treet (1BD),Cabo Rojo,Entire home/apt,260,682
41876638,"Crisp Penn Quarter 1BR w/ Gym, Pool, Doorman, nr. Metro, by Blueground",Cabo Rojo,Entire home/apt,260,740
48535775,"Modern 2BR in Penn Quarter w/ Pool + large garden, near metro by Blueground",Cabo Rojo,Entire home/apt,260,800
47330193,"Bright Downtown 2BR w/ Gym, W/D, Doorman, walk to Metro, by Blueground",Cabo Rojo,Entire home/apt,261,575
42424884,"Airy Mount Vernon 1BR w/ Gym, Pool, nr. nice & Metro, by Blueground",Cabo Rojo,Entire home/apt,261,1150
52684181,"Trendy Mt Vernon 1BR, w/ Gym, W/D & Roof Deck, near Metro, by Blueground",Cabo Rojo,Entire home/apt,262,600
42518842,"Designer Condo, Steps from the Convention Center",Cabo Rojo,Entire home/apt,262,850
42426198,"Mod Mount Vernon 1BR w/ Gym, Rooftop, nr. Restaurants, by Blueground",Cabo Rojo,Entire home/apt,262,1150
35900656,"Lovely Mount Vernon 2BR w/ Gym + W/D + Rooftop near metro, by Blueground",Cabo Rojo,Entire home/apt,262,1675
43301577,425 8treet (2BD) By: United Corporate Housing,Cabo Rojo,Entire home/apt,268,1500
53964530,425 8treet (2BD) #3,Cabo Rojo,Entire home/apt,271,1550
47586265,Beautiful Luxury apartment Downtown,Cabo Rojo,Entire home/apt,272,716
53964180,425 8treet (2BD) #2,Cabo Rojo,Entire home/apt,273,1550
41636721,"Hip Penn Quarter 1BR w/ Gym, W/D, Pool, nr. District by Blueground",Cabo Rojo,Entire home/apt,283,1100
46613473,♥ Private English Basement Suite in Downtown,Cabo Rojo,Entire home/apt,286,1025
53712530,"Airy Mount Vernon 1BR w/ Gym, Pool & W/D, near Chinatown, by Blueground",Cabo Rojo,Entire home/apt,287,1300
43544281,♥ Convention Center/Downtown  Row House + Metro,Cabo Rojo,Entire home/apt,292,1400
34162474,"Comfy Mt. Vernon 1BR w/ Gym, Doorman, close to metro, by Blueground",Cabo Rojo,Entire home/apt,296,750
36018226,"Chic Studio in Mt. Vernon w/ Balcony, Gym + Pool",Cabo Rojo,Entire home/apt,299,2000
45722028,Beautiful large studio in heart of,Cabo Rojo,Entire home/apt,300,1200
5.64e+17,"Chic Mount Vernon 1BR w/ Gym & Roof Pool, near Smithsonian, by Blueground 451",Cabo Rojo,Entire home/apt,309,850
5.52e+17,Chic 1 bedroom Condo steps from grocery store,Cabo Rojo,Entire home/apt,315,850
50356121,Modern English Basement,Cabo Rojo,Entire home/apt,318,598
34180366,Beautiful 1BR Apt Near Downtown hotspot,Cabo Rojo,Entire home/apt,319,675
53584790,425 8treet (1BD) #2,Cabo Rojo,Entire home/apt,320,1100
49425315,Sojourn | A Classic 2 Bedroom Row Home,Cabo Rojo,Entire home/apt,321,1250
43147846,"Comfy Penn Quarter 2BR w/ Gym, Pool, nr. District, by Blueground",Cabo Rojo,Entire home/apt,322,580
49847814,"Charming Mount Vernon 1BR w/ Gym, Pool, nr.  Law, by Blueground",Cabo Rojo,Entire home/apt,322,850
53284614,"Deluxe Mount Vernon 1BR w/ W/D, Gym & Pool, near Chinatown, by Blueground",Cabo Rojo,Entire home/apt,323,350
33633890,"Bright Mt. Vernon 1BR w/ Gym, W/D, 2 Pools &  Rooftop by Blueground",Cabo Rojo,Entire home/apt,323,650
49126142,"Ideal Mount Vernon 1BR w/ Gym, Pool, nr.  Law, by Blueground",Cabo Rojo,Entire home/apt,323,725
49847966,"Tasteful Mount Vernon 1BR w/ Gym, Pool, nr.  Law, by Blueground",Cabo Rojo,Entire home/apt,328,850
46419149,Sojourn on 15th,Cabo Rojo,Entire home/apt,328,1650
33181624,"2BR in Penn Quarter w/ Pool + large garden, near metro by Blueground",Cabo Rojo,Entire home/apt,329,1000
37093526,"Modern 1BR in  near Metro, Gym + Rooftop Pool",Cabo Rojo,Entire home/apt,332,1510
15988991,"Centrally Located, Near Convention Center!",Cabo Rojo,Entire home/apt,337,600
54271035,"Modern Penn Quarter 2BR w/ W/D & Gym, 2 blocks to Metro by Blueground",Cabo Rojo,Entire home/apt,337,800
36595017,New! 1 bedroom apt in 's Penn Quarter,Cabo Rojo,Entire home/apt,352,1101
22143128,Brand New 1BR | Full Kitchen | Pool | Near Museums,Cabo Rojo,Entire home/apt,352,1300
22633496,Magnificent 1 BR Apt | Full Kitchen | Pool | Gym,Cabo Rojo,Entire home/apt,355,525
20894617,Designer Style 1-BR in The Heart of hotspot D.C,Cabo Rojo,Entire home/apt,355,550
20861422,Private & Clean 1BR | Kitchen | Gym | Wi-Fi,Cabo Rojo,Entire home/apt,355,550
41024183,Beautiful 1BR | Furnished Apt | Wi-Fi | Near Metro,Cabo Rojo,Entire home/apt,355,800
40961021,Spacious 1BR APT | Full Kitchen | Gym | Wi-Fi,Cabo Rojo,Entire home/apt,355,800
20861680,Clean & Spacious 1BR | Full Kitchen | Near Metro,Cabo Rojo,Entire home/apt,355,950
20895152,Stunning 1-BR in hotspot near Nationall Mall!!,Cabo Rojo,Entire home/apt,355,950
15251965,Bluebird 1-BR Apt 1-Block from The grocery store!,Cabo Rojo,Entire home/apt,355,1100
22372488,Stunning 1 Bedroom near The ParkMemorial!,Cabo Rojo,Entire home/apt,355,1108
12446479,Spacious 1BR |Full Kitchen | Gym | Wifi |NearMetro,Cabo Rojo,Entire home/apt,355,1250
22653176,Lux 2 Bedroom near grocery store w/wifi,Cabo Rojo,Entire home/apt,355,1315
38156682,Spacious 1BR APT | Full Kitchen | Gym | Wifi,Cabo Rojo,Entire home/apt,355,1670
49515832,Private & Clean 1BR | Gym | Near grocery store,Cabo Rojo,Entire home/apt,355,4400
22375408,Unique 2 Bedroom in D.C with Designer Finishes!,Cabo Rojo,Entire home/apt,356,1108
30793481,Beautiful 2BR in Luxury  Apartments,Cabo Rojo,Entire home/apt,357,650
42222012,Bright 2BR | Full Furnished | Laundry | Wi-Fi| Gym,Cabo Rojo,Entire home/apt,359,750
40029212,Classic 2BR | Furnished | Wi-Fi | Gym | Downtown,Cabo Rojo,Entire home/apt,359,1090
15253221,Bluebird Lux 2-BR Apt near The grocery store!!,Cabo Rojo,Entire home/apt,359,1100
13390535,Sparkling Clean 2BR | Full Kitchen | Laundry | Gym,Cabo Rojo,Entire home/apt,359,1100
22372846,High-End 2B Condo Minute Walk to The grocery store!,Cabo Rojo,Entire home/apt,359,1108
15264519,Bluebird Deluxe 2-BR Near the hotspot Monument,Cabo Rojo,Entire home/apt,359,1450
16361327,Spacious 2BR Kitchen | Work Desk | Wi-Fi | Gym,Cabo Rojo,Entire home/apt,359,1800
49589230,Luxury 2BR APT | Full Kitchen | Laundry | Gym,Cabo Rojo,Entire home/apt,362,955
50206027,Clean apartment home | 1BR in hotspot,Cabo Rojo,Entire home/apt,364,600
42033815,"Rad Mount Vernon 1BR w/ Gym, Pool, Doorman, nr. Chinatown, by Blueground",Cabo Rojo,Entire home/apt,364,1200
5.78e+17,Beautiful 1BR in Downtown,Cabo Rojo,Entire home/apt,364,1720
53313298,A place of your own | 1BR in hotspot,Cabo Rojo,Entire home/apt,365,310
5.6e+17,A place of your own | 1BR in hotspot,Cabo Rojo,Entire home/apt,365,605
5.56e+17,Clean apartment home | 1BR in hotspot,Cabo Rojo,Entire home/apt,365,605
16545332,Beautiful Sunny Furnished Downtown Condo Min 6 mon,Cabo Rojo,Entire home/apt,365,650
5.85e+17,Cozy apartment for you | 2BR in hotspot,Cabo Rojo,Entire home/apt,365,1008
5.68e+17,A place of your own | 1BR in hotspot,Cabo Rojo,Entire home/apt,365,1025
46103215,A place of your own | 1BR in hotspot,Cabo Rojo,Entire home/apt,365,1050
46379005,A place of your own | 1BR in hotspot,Cabo Rojo,Entire home/apt,365,1055
47830779,A place of your own | 1BR in hotspot,Cabo Rojo,Entire home/apt,365,1064
51502715,Cozy apartment for you | 1BR in hotspot,Cabo Rojo,Entire home/apt,365,1086
51728619,A place of your own | 1BR in hotspot,Cabo Rojo,Entire home/apt,365,1100
22632483,Amazing 1 BR APT | Full Kitchen | Laundry | Pool,Cabo Rojo,Entire home/apt,365,1195
22653398,Brand New 2BR Apt | Full Kitchen | Gym | Laundry,Cabo Rojo,Entire home/apt,365,1315
45135886,A place of your own | 1BR in hotspot,Cabo Rojo,Entire home/apt,365,1400
45135918,A place of your own | 1BR in hotspot,Cabo Rojo,Entire home/apt,365,1400
45135984,A place of your own | 1BR in hotspot,Cabo Rojo,Entire home/apt,365,1400
45137807,A place of your own | 1BR in hotspot,Cabo Rojo,Entire home/apt,365,1400
16811286,1 bedroom apartment,Caguas,Entire home/apt,0,415
39457874,Cozy Townhouse near Nationals Park,Caguas,Entire home/apt,0,625
42950669,Modern and New Home In  with FREE parking,Caguas,Entire home/apt,0,670
52420159,Whole house!Mins to +parking+ Metro,Caguas,Entire home/apt,0,943
37876880,⭐  Luxury in D.C with 5 Bed and Free  Parking   ⭐,Caguas,Entire home/apt,0,1105
22397505,Bright Newly Renovated Private Apartment,Caguas,Entire home/apt,0,1108
50036759,Fully remodeled Anacostia home in the historic district,Caguas,Entire home/apt,0,1358
46447403,"Cozy, newly-renovated getaway in the HEART of !",Caguas,Entire home/apt,0,1400
51754780,#ORANGEDOOR,Caguas,Entire home/apt,3,1100
44823577,Modern New home in  with free parking,Caguas,Entire home/apt,23,1393
40424768,Affordable and Convenient Townhouse in,Caguas,Entire home/apt,51,1300
47451426,Spacious Modern Oasis ~ in the heart of,Caguas,Entire home/apt,62,550
32962889,"nice & Warm Apartment in Caguas, ",Caguas,Entire home/apt,85,1450
32190335,Modern/cozy 1 bedroom Close to downtown,Caguas,Entire home/apt,110,850
45753882,Trendy Home +Private Parking+ 5 min walk to Metro,Caguas,Entire home/apt,117,1200
51713728,"Mins2 CHERRY BLOSSOM,SingleHome,WIFI&PARKING,METRO",Caguas,Entire home/apt,130,1100
48008408,Modern Chic Basement Studio Suite,Caguas,Entire home/apt,132,1146
43544205,Beautiful Light and Airy Private One Bedroom Apt..,Caguas,Entire home/apt,132,1400
44389677,Modern Fully Renovated Basement Unit. Very private,Caguas,Entire home/apt,145,790
46938999,Renovated  One Bedroom Apt. in Historic District,Caguas,Entire home/apt,155,325
34543700,⭐Modern and New 4BR/3.5Bath with FREE parking ⭐,Caguas,Entire home/apt,162,1350
43605387,*Beautiful Bright and Airy Private One Bedroom Apt,Caguas,Entire home/apt,167,1100
40670698,Budget Boutique!  Just Minutes to Downtown,Caguas,Entire home/apt,192,650
40382471,"Cozy Long or short term stay, affordable, metro!",Caguas,Entire home/apt,234,850
46951758,Boutique Style Home - Rooftop w/Breathtaking Views,Caguas,Entire home/apt,291,990
53687712,hotspot WorkSpace Professional suite,Caguas,Entire home/apt,292,1201
52776290,Oasis: Cozy townhome with huge outdoor space.,Caguas,Entire home/apt,307,675
47124147,"Posh, high end luxury in the heart of D.C!",Caguas,Entire home/apt,322,1550
35414659,Private Two Bedroom Apartment,Caguas,Entire home/apt,328,1500
40567873,"The View : Elegant, King Bed, Parking & Privacy",Caguas,Entire home/apt,335,750
16612567,W Street Suite-Parking  included- No Smoking,Caguas,Entire home/apt,348,1850
18794709,"4 BR house ,0.5 mile to metro",Caguas,Entire home/apt,358,1200
16014998,Best Spot For Inauguration  Bring Friends & Family,Canovanas,Entire home/apt,0,550
36163603,Charming Basement Suite w/ Private Entrance,Canovanas,Entire home/apt,0,955
49475805,Lovely 4 bedroom home in large Duplex,Canovanas,Entire home/apt,0,1250
24633759,Cozy Suite Across the River,Canovanas,Entire home/apt,0,1315
53593057,Cheerful 3-bedroom home w/parking. Close to metro,Canovanas,Entire home/apt,17,680
48037732,Entire Suite Free Off-Street Parking,Canovanas,Entire home/apt,17,1062
33526446,Woodsy Park Retreat in the District,Canovanas,Entire home/apt,55,1395
45099010,Cozy Studio in City with Parking,Canovanas,Entire home/apt,102,1393
37295012,Free Private Parking: Entire Studio,Canovanas,Entire home/apt,104,1798
53272864,Vacation Mandate... No Masks Required,Canovanas,Entire home/apt,106,350
53075198,Cute & cozy King bed stay in  house,Canovanas,Entire home/apt,126,675
42130320,"Cozy Home w/ Free Parking! Clean,Comfy&Convenient!",Canovanas,Entire home/apt,131,900
43479886,Beachfront View One-bedroom suite with Kitchenette!,Canovanas,Entire home/apt,135,770
45454629,The Dubois Place Respite,Canovanas,Entire home/apt,146,580
41049584,Beachfront City Dreams,Canovanas,Entire home/apt,158,800
38826918,VIP guest house B,Canovanas,Entire home/apt,168,965
19056913,Sleek Basement Apartment Near,Canovanas,Entire home/apt,170,1050
30939691,"Casa en el Chorro, La Tana",Canovanas,Entire home/apt,179,1550
54189625,Cheerful 3 BR TH with Parking,Canovanas,Entire home/apt,200,650
10104715,Private Basement Studio Apartment in  Near Metro,Canovanas,Entire home/apt,218,1250
37907671,Beachfront View Condo!,Canovanas,Entire home/apt,268,1105
14506047,hotspot 's Finest: 4 bdrms+house 1-7 Persons,Canovanas,Entire home/apt,290,550
33911319,Luxury contemporary stylish modern +free parking,Canovanas,Entire home/apt,302,1440
51432804,Feel the ~2 BR fenced house with parking..,Canovanas,Entire home/apt,312,700
5.61e+17,Amazing fun house,Canovanas,Entire home/apt,364,850
34590510,Spacious Home with Massive Yard near  Downtown,Cayey,Entire home/apt,66,1450
33768875,Vibrant Modern-Boho Style Home Near Downtown,Cayey,Entire home/apt,79,650
45056272,Garden of Eden 123,Cayey,Entire home/apt,218,2289
51963910,Garden of Eden: Private Loft Unit by Park,Cayey,Entire home/apt,324,650
5.58e+17,2 Bed 1.5 Bath near Park with Yard and Parking,Cayey,Entire home/apt,350,850
19056700,Stylish walk-in basement and private!,Ceiba,Entire home/apt,0,1050
16412264,Basement Suite (No Smoking),Ceiba,Entire home/apt,48,1050
37804001,"Entire House*Free parking, close to downtown!",Ceiba,Entire home/apt,71,1670
52671451,Charming Updated 3 Bedroom Townhouse Sleeps 8+,Ceiba,Entire home/apt,79,650
49987980,Newly Renovated 3br  Home: Parking and Privacy,Ceiba,Entire home/apt,157,668
17795487,Bright and Beautiful Basement In-law Suite,Ceiba,Entire home/apt,179,1120
44132992,LaMaisonMarrakechEnglish ArabicFrenchFreeParking#1,Ceiba,Entire home/apt,331,1300
53903002,Residental home close hotspot Nationals,Ceiba,Entire home/apt,341,1200
54146706,Residential home close hotspot Nationals,Ceiba,Entire home/apt,361,650
49887507,LaMaisonMarrakechEnglish ArabicFrenchFreeParking#2,Ceiba,Entire home/apt,362,650
41011067,Upscale Suite w/ Separate Entrance and Parking,Ciales,Entire home/apt,139,800
50327507,Beautiful and Secured Home,Ciales,Entire home/apt,285,850
37333237,Comfy&Chic Getaway Minutes to Oceanview and More,Ciales,Entire home/apt,305,1798
50328220,"Modern, comfortable and secured",Ciales,Entire home/apt,346,664
24769658,"Rare: Modern House, 15 mins from District",Cidra,Entire home/apt,0,400
23904984,Cozy Brookland apt w/ private entrance & parking,Cidra,Entire home/apt,0,510
51020364,Spacious  holiday home close to metro & food!,Cidra,Entire home/apt,0,680
39502852,Spacious Family Friendly Home in Brookland,Cidra,Entire home/apt,0,852
18302761,2 room basement suite for a break from the hustle,Cidra,Entire home/apt,0,1100
15740602,Beautiful townhouse close to downtown!,Cidra,Entire home/apt,0,1100
35410098,"Cozy 1 Bedroom Apt in Brookland, ",Cidra,Entire home/apt,0,1100
37556887,Beautiful Brookland Abode,Cidra,Entire home/apt,0,1160
45723073,Private Entrance Oasis,Cidra,Entire home/apt,0,1200
43804122,"Charming, quiet, 3 br house, 10 min walk to metro!",Cidra,Entire home/apt,0,1215
13504747,Inauguration '17 Perfection - Modern Row House,Cidra,Entire home/apt,0,1250
16838101,"Charming ""pre-war"" style apartment",Cidra,Entire home/apt,0,1500
32838810,Howard Univ. Alum Super Studio,Cidra,Entire home/apt,0,1500
20773747,"4 Unit Apartment building close to Catholic U,",Cidra,Entire home/apt,0,1680
44646998,Walk-out basement apartment — heart of Brookland,Cidra,Entire home/apt,0,2300
40235472,Newly Renovated Single Bedroom,Cidra,Entire home/apt,3,583
33769652,New 1 BR Suite with Free Parking,Cidra,Entire home/apt,3,650
37391192,Modern Basement in Brookland,Cidra,Entire home/apt,6,1865
33777876,New 2BRs With Free Parking,Cidra,Entire home/apt,7,580
32049221,Spacious Retreat Near Metro (Unit 2),Cidra,Entire home/apt,11,715
16810844,#WakandaForever,Cidra,Entire home/apt,23,1080
46231785,Entire Nature Getaway Fire Pit Home,Cidra,Entire home/apt,25,960
50778533,Brookland  Single Family Home,Cidra,Entire home/apt,25,1150
25234455,Modern Cozy English Basement,Cidra,Entire home/apt,27,1250
17253030,Cozy basement apartment w short walk to metro.,Cidra,Entire home/apt,46,585
21821898,Private Basement Studio-Free Onsite Parking,Cidra,Entire home/apt,55,1300
48530265,Relaxing Rowhome,Cidra,Entire home/apt,61,800
42296497,Historic Brentwood location for best value!!,Cidra,Entire home/apt,65,1450
34033161,Charming English-style Basement Apartment,Cidra,Entire home/apt,67,850
52554748,Cozy one bedroom suite with fireplace in !,Cidra,Entire home/apt,74,585
52891624,♥ Brookland Townhouse by Metro & Parking,Cidra,Entire home/apt,80,650
18964858,Your 1 Bed Apt near to Downtown,Cidra,Entire home/apt,81,1200
44195106,Immaculate & Charming Home in,Cidra,Entire home/apt,85,790
42003632,Luxury 1 bedroom Condo centrally located in,Cidra,Entire home/apt,86,750
16821832,"Modern Walk-Out Suite, Central Brookland Bungalow",Cidra,Entire home/apt,86,1500
47267524,"Inauguration Family Stay, 7 mins walk from Metro",Cidra,Entire home/apt,89,550
20469824,"Hidden gem: 2 BR guest unit, steps from metro",Cidra,Entire home/apt,91,1750
47175069,Garden oasis guest suite w/ parking and laundry,Cidra,Entire home/apt,120,575
25896860,Luxury 2 bedroom apartment w/ free parking,Cidra,Entire home/apt,128,600
49544828,PRO CLEANED: The Little Nest! Charming Brookland Guest Suite+ Parking!,Cidra,Entire home/apt,140,640
45511428,5 BR w/ screen porch 3 blck to metro w/ parking,Cidra,Entire home/apt,141,1055
8796084,QUIET CITY RETREAT ★ PARKING | YARD,Cidra,Entire home/apt,143,1050
5.62e+17,Cozy Mid-Century Basement Studio - Free Parking,Cidra,Entire home/apt,145,850
16830342,Private stylish basement apartment near downtown,Cidra,Entire home/apt,145,1350
53811949,A lovely urban oasis condo,Cidra,Entire home/apt,146,850
23724880,"Cute, Brookland 3BR  Home with FREE Parking",Cidra,Entire home/apt,163,1120
16832746,One minute away from red lines,Cidra,Entire home/apt,171,1500
42694055,Newly Renovated Detached House w/ parking.,Cidra,Entire home/apt,217,670
46048000,Brookland Quiet Living,Cidra,Entire home/apt,229,1250
41289517,Boho Two-Bedroom Condo with Private Parking,Cidra,Entire home/apt,231,1100
15941219,Guest 1BR Apt in Brookland  + Free Parking,Cidra,Entire home/apt,234,500
54089683,Clean and Bright Basement Studio Apartment,Cidra,Entire home/apt,235,1021
5.49e+17,1 bedroom apartment with washer,Cidra,Entire home/apt,285,605
46578981,"Renovated, 2 bd, 1 bath, trendy, Metro 2 blocks",Cidra,Entire home/apt,289,1575
49966555,Newly Renovated 1-BR Rental in Great Location,Cidra,Entire home/apt,294,950
38720480,Kid/Baby Friendly 2bd/2ba in  (New Construction),Cidra,Entire home/apt,306,955
5.74e+17,Comfortable two bed Apartment in the heart of,Cidra,Entire home/apt,307,1245
51962614,Your luxury escape in !,Cidra,Entire home/apt,318,650
37721712,Cozy Studio Retreat in the Nations Capital.,Cidra,Entire home/apt,319,1105
53867818,nice Basement Apartment w/ Private Entrance,Cidra,Entire home/apt,321,865
18395089,One Bedroom Suite w/ Living Space & Laundry,Cidra,Entire home/apt,324,1105
53926412,Eclectic 1-bedroom place with free street parking,Cidra,Entire home/apt,334,1800
40897645,Apex Rooms in hotspot,Cidra,Entire home/apt,337,560
15235217,Cozy English BSMT Studio(privatebath) 420 Friendly,Cidra,Entire home/apt,359,1100
46530992,1 Stop/1 Shop!  Large  house-pets/near metro,Cidra,Entire home/apt,359,1575
9576995,"Gorgeous, Solar Apartment",Cidra,Entire home/apt,365,1180
16290156,Family Riverfront Full house,Corozal,Entire home/apt,0,480
22741406,CANNABIS FRIENDLY  HIDEAWAY SUITE,Corozal,Entire home/apt,0,550
22162839,Quiet House on the beach,Corozal,Entire home/apt,0,575
45359927,s Hidden Treasure,Corozal,Entire home/apt,0,580
39423338,World Series Extended Stay,Corozal,Entire home/apt,0,625
34511596,Artistic apartment w/ free on street parking,Corozal,Entire home/apt,0,675
41396378,Charming home on M PLace,Corozal,Entire home/apt,0,689
41405353,Heart of hotspot,Corozal,Entire home/apt,0,689
47469524,Basement Apartment in Caguas/ Home,Corozal,Entire home/apt,0,850
19783180,Urban Oasis,Corozal,Entire home/apt,0,850
46372004,Private 2BR/1BA Suite 15 min from the heart of,Corozal,Entire home/apt,0,870
42114496,Historic two bedroom near Capital Hill,Corozal,Entire home/apt,0,900
23627989,Amazing Value! Gem in  FREE parking,Corozal,Entire home/apt,0,955
13490001,Bright basement apartment in lovely neighborhood,Corozal,Entire home/apt,0,983
50977703,Clean and Spacious 2 BR in,Corozal,Entire home/apt,0,1050
39632112,Urban Haven (English Basement),Corozal,Entire home/apt,0,1062
16028699,Fab apartment in Fort / Extended,Corozal,Entire home/apt,0,1100
39775638,Beautifully Modern  Home,Corozal,Entire home/apt,0,1120
40167882,Newly Renovated Home Away From Home in,Corozal,Entire home/apt,0,1250
20360072,"Sprawling 2 BR Apartment, Off Street Parking !",Corozal,Entire home/apt,1,612
15972360,Convenient luxury basement apt,Corozal,Entire home/apt,10,810
48656697,"Private bathroom, bedroom and living area",Corozal,Entire home/apt,15,600
45304193,1BR Fairlawn Suite,Corozal,Entire home/apt,25,995
31592816,Perfect Home for Four in ! Full kitchen!,Corozal,Entire home/apt,26,1100
54041449,Sleeps 8 in Anacostia - 3 bedrooms - PARKING,Corozal,Entire home/apt,33,1200
37050513,"Vibrant + Artsy - mins to NavyYard, CapHill, Dtown",Corozal,Entire home/apt,34,850
48335640,Great Row Home East of the River...,Corozal,Entire home/apt,36,960
52366275,Clean & Spacious 2br in Historic,Corozal,Entire home/apt,41,650
5.61e+17,Modern and Cozy Place in ! Free Parking!,Corozal,Entire home/apt,42,850
22530963,"Modern English Basement Apartment, Free Parking",Corozal,Entire home/apt,47,1195
40235096,Beautiful Newly Renovated Home with Parking!,Corozal,Entire home/apt,57,583
45531297,Cozy 2 bdrm condo a few minutes from !,Corozal,Entire home/apt,60,940
39341107,Beautiful 2BR/2Baths private entry sparking clean,Corozal,Entire home/apt,65,230
39199879,Minimalist POP+ART Museum,Corozal,Entire home/apt,69,1200
34910014,A home away from home (Luxury Apartment) Apt #1,Corozal,Entire home/apt,72,1350
15220694,"Cozy, Modern Townhome, Minutes to National Museums",Corozal,Entire home/apt,88,4500
22443658,Stylish 2 bedroom Room with WiFi & Netflix.,Corozal,Entire home/apt,106,1108
47849796,Stylish Condo Near Nats Stadium- Parking Included!,Corozal,Entire home/apt,141,872
52685919,Slate Estate,Corozal,Entire home/apt,144,675
49564238,"Quiet Studio near Downtown, Private parking!",Corozal,Entire home/apt,170,950
37676860,Oasis in the City (sleeps 1 to 4 guests),Corozal,Entire home/apt,177,1105
37253737,Modern ART TREEhouse,Corozal,Entire home/apt,179,550
35398470,Affordable privacy in the Nation's capital,Corozal,Entire home/apt,180,1110
54040793,3 bedroom in Anacostia hotspot  - Parking,Corozal,Entire home/apt,220,1850
24836448,Serene HILLCREST 4BR Cape Cod SFH @Sought Out Area,Corozal,Entire home/apt,227,1050
